node,type
VIC-15462,victim
ACC-02541,suspect
VIC-15463,victim
VIC-15464,victim
VIC-15465,victim
ACC-01094,suspect
VIC-15466,victim
VIC-15467,victim
VIC-15468,victim
VIC-15469,victim
VIC-15470,victim
ACC-01284,suspect
VIC-15471,victim
VIC-15472,victim
VIC-15473,victim
VIC-15474,victim
VIC-15475,victim
VIC-15476,victim
VIC-15477,victim
VIC-15478,victim
ACC-07371,suspect
VIC-15479,victim
VIC-15480,victim
VIC-15481,victim
VIC-15482,victim
VIC-15483,victim
VIC-15484,victim
VIC-15485,victim
VIC-15486,victim
ACC-04554,suspect
VIC-15487,victim
VIC-15488,victim
VIC-15489,victim
VIC-15490,victim
VIC-15491,victim
VIC-15492,victim
VIC-15493,victim
VIC-15494,victim
VIC-15495,victim
VIC-15496,victim
ACC-07384,suspect
VIC-15497,victim
VIC-15498,victim
VIC-15499,victim
ACC-02687,suspect
VIC-15500,victim
VIC-15501,victim
ACC-01826,suspect
VIC-15502,victim
VIC-15503,victim
ACC-05891,suspect
VIC-15504,victim
VIC-15505,victim
VIC-15506,victim
VIC-15507,victim
ACC-08863,suspect
VIC-15508,victim
VIC-15509,victim
VIC-15510,victim
VIC-15511,victim
VIC-15512,victim
ACC-08697,suspect
VIC-15513,victim
VIC-15514,victim
VIC-15515,victim
VIC-15516,victim
VIC-15517,victim
VIC-15518,victim
VIC-15519,victim
VIC-15520,victim
VIC-15521,victim
VIC-15522,victim
VIC-15523,victim
VIC-15524,victim
VIC-15525,victim
ACC-03777,suspect
VIC-15526,victim
ACC-08190,suspect
VIC-15527,victim
VIC-15528,victim
VIC-15529,victim
VIC-15530,victim
ACC-07376,suspect
VIC-15531,victim
VIC-15532,victim
VIC-15533,victim
VIC-15534,victim
VIC-15535,victim
VIC-15536,victim
VIC-15537,victim
VIC-15538,victim
VIC-15539,victim
VIC-15540,victim
VIC-15541,victim
VIC-15542,victim
VIC-15543,victim
VIC-15544,victim
VIC-15545,victim
VIC-15546,victim
VIC-15547,victim
VIC-15548,victim
VIC-15549,victim
VIC-15550,victim
VIC-15551,victim
VIC-15552,victim
VIC-15553,victim
VIC-15554,victim
VIC-15555,victim
VIC-15556,victim
ACC-03098,suspect
VIC-15557,victim
ACC-01568,suspect
VIC-15558,victim
VIC-15559,victim
VIC-15560,victim
VIC-15561,victim
VIC-15562,victim
VIC-15563,victim
VIC-15564,victim
ACC-02788,suspect
VIC-15565,victim
VIC-15566,victim
ACC-01192,suspect
VIC-15567,victim
VIC-15568,victim
VIC-15569,victim
VIC-15570,victim
VIC-15571,victim
VIC-15572,victim
VIC-15573,victim
VIC-15574,victim
VIC-15575,victim
VIC-15576,victim
VIC-15577,victim
VIC-15578,victim
ACC-01918,suspect
VIC-15579,victim
VIC-15580,victim
ACC-06585,suspect
VIC-15581,victim
VIC-15582,victim
VIC-15583,victim
VIC-15584,victim
ACC-05398,suspect
VIC-15585,victim
VIC-15586,victim
VIC-15587,victim
VIC-15588,victim
VIC-15589,victim
VIC-15590,victim
VIC-15591,victim
VIC-15592,victim
VIC-15593,victim
VIC-15594,victim
VIC-15595,victim
VIC-15596,victim
ACC-07152,suspect
VIC-15597,victim
VIC-15598,victim
ACC-02496,suspect
VIC-15599,victim
VIC-15600,victim
ACC-08006,suspect
VIC-15601,victim
ACC-00991,suspect
VIC-15602,victim
VIC-15603,victim
VIC-15604,victim
ACC-06214,suspect
VIC-15605,victim
ACC-02029,suspect
VIC-15606,victim
VIC-15607,victim
ACC-07033,suspect
VIC-15608,victim
VIC-15609,victim
VIC-15610,victim
VIC-15611,victim
ACC-01955,suspect
VIC-15612,victim
VIC-15613,victim
VIC-15614,victim
VIC-15615,victim
ACC-04573,suspect
VIC-15616,victim
VIC-15617,victim
VIC-15618,victim
VIC-15619,victim
VIC-15620,victim
VIC-15621,victim
VIC-15622,victim
ACC-08125,suspect
VIC-15623,victim
VIC-15624,victim
VIC-15625,victim
VIC-15626,victim
VIC-15627,victim
VIC-15628,victim
VIC-15629,victim
VIC-15630,victim
VIC-15631,victim
VIC-15632,victim
VIC-15633,victim
VIC-15634,victim
VIC-15635,victim
VIC-15636,victim
VIC-15637,victim
ACC-06009,suspect
VIC-15638,victim
VIC-15639,victim
VIC-15640,victim
VIC-15641,victim
VIC-15642,victim
ACC-05491,suspect
VIC-15643,victim
ACC-07308,suspect
VIC-15644,victim
VIC-15645,victim
VIC-15646,victim
VIC-15647,victim
VIC-15648,victim
VIC-15649,victim
ACC-06232,suspect
VIC-15650,victim
VIC-15651,victim
VIC-15652,victim
VIC-15653,victim
ACC-07218,suspect
VIC-15654,victim
VIC-15655,victim
ACC-05849,suspect
VIC-15656,victim
VIC-15657,victim
VIC-15658,victim
VIC-15659,victim
VIC-15660,victim
VIC-15661,victim
VIC-15662,victim
VIC-15663,victim
VIC-15664,victim
VIC-15665,victim
VIC-15666,victim
ACC-00307,suspect
VIC-15667,victim
VIC-15668,victim
VIC-15669,victim
VIC-15670,victim
VIC-15671,victim
VIC-15672,victim
VIC-15673,victim
ACC-04460,suspect
VIC-15674,victim
VIC-15675,victim
ACC-05684,suspect
VIC-15676,victim
VIC-15677,victim
ACC-04313,suspect
VIC-15678,victim
VIC-15679,victim
ACC-01558,suspect
VIC-15680,victim
VIC-15681,victim
VIC-15682,victim
VIC-15683,victim
ACC-04410,suspect
VIC-15684,victim
VIC-15685,victim
VIC-15686,victim
ACC-02133,suspect
VIC-15687,victim
VIC-15688,victim
VIC-15689,victim
VIC-15690,victim
VIC-15691,victim
VIC-15692,victim
VIC-15693,victim
VIC-15694,victim
ACC-03116,suspect
VIC-15695,victim
VIC-15696,victim
ACC-06238,suspect
VIC-15697,victim
VIC-15698,victim
ACC-05527,suspect
VIC-15699,victim
VIC-15700,victim
ACC-06787,suspect
VIC-15701,victim
VIC-15702,victim
VIC-15703,victim
VIC-15704,victim
VIC-15705,victim
VIC-15706,victim
VIC-15707,victim
VIC-15708,victim
VIC-15709,victim
VIC-15710,victim
ACC-00164,suspect
VIC-15711,victim
VIC-15712,victim
ACC-07519,suspect
VIC-15713,victim
VIC-15714,victim
VIC-15715,victim
VIC-15716,victim
VIC-15717,victim
VIC-15718,victim
VIC-15719,victim
VIC-15720,victim
VIC-15721,victim
VIC-15722,victim
VIC-15723,victim
VIC-15724,victim
VIC-15725,victim
VIC-15726,victim
ACC-07285,suspect
VIC-15727,victim
ACC-00769,suspect
VIC-15728,victim
VIC-15729,victim
VIC-15730,victim
ACC-05962,suspect
VIC-15731,victim
ACC-00230,suspect
VIC-15732,victim
VIC-15733,victim
VIC-15734,victim
VIC-15735,victim
VIC-15736,victim
VIC-15737,victim
ACC-04418,suspect
VIC-15738,victim
VIC-15739,victim
ACC-07235,suspect
VIC-15740,victim
VIC-15741,victim
ACC-06261,suspect
VIC-15742,victim
VIC-15743,victim
VIC-15744,victim
VIC-15745,victim
VIC-15746,victim
VIC-15747,victim
VIC-15748,victim
VIC-15749,victim
VIC-15750,victim
VIC-15751,victim
VIC-15752,victim
VIC-15753,victim
ACC-00123,suspect
VIC-15754,victim
VIC-15755,victim
VIC-15756,victim
ACC-00832,suspect
VIC-15757,victim
ACC-00334,suspect
VIC-15758,victim
VIC-15759,victim
VIC-15760,victim
ACC-01732,suspect
VIC-15761,victim
VIC-15762,victim
VIC-15763,victim
VIC-15764,victim
VIC-15765,victim
ACC-07538,suspect
VIC-15766,victim
VIC-15767,victim
VIC-15768,victim
VIC-15769,victim
ACC-08339,suspect
VIC-15770,victim
VIC-15771,victim
VIC-15772,victim
VIC-15773,victim
VIC-15774,victim
VIC-15775,victim
VIC-15776,victim
VIC-15777,victim
ACC-06796,suspect
VIC-15778,victim
VIC-15779,victim
VIC-15780,victim
ACC-03936,suspect
VIC-15781,victim
ACC-08192,suspect
VIC-15782,victim
VIC-15783,victim
VIC-15784,victim
ACC-06664,suspect
VIC-15785,victim
VIC-15786,victim
VIC-15787,victim
VIC-15788,victim
VIC-15789,victim
VIC-15790,victim
VIC-15791,victim
VIC-15792,victim
ACC-04672,suspect
VIC-15793,victim
VIC-15794,victim
ACC-02021,suspect
VIC-15795,victim
VIC-15796,victim
VIC-15797,victim
VIC-15798,victim
VIC-15799,victim
VIC-15800,victim
VIC-15801,victim
ACC-00594,suspect
VIC-15802,victim
VIC-15803,victim
VIC-15804,victim
VIC-15805,victim
ACC-07509,suspect
VIC-15806,victim
ACC-01180,suspect
VIC-15807,victim
VIC-15808,victim
VIC-15809,victim
VIC-15810,victim
VIC-15811,victim
ACC-01064,suspect
VIC-15812,victim
ACC-06399,suspect
VIC-15813,victim
VIC-15814,victim
VIC-15815,victim
VIC-15816,victim
VIC-15817,victim
VIC-15818,victim
ACC-01347,suspect
VIC-15819,victim
VIC-15820,victim
VIC-15821,victim
VIC-15822,victim
ACC-00846,suspect
VIC-15823,victim
VIC-15824,victim
VIC-15825,victim
VIC-15826,victim
VIC-15827,victim
ACC-07677,suspect
VIC-15828,victim
VIC-15829,victim
VIC-15830,victim
ACC-01003,suspect
VIC-15831,victim
VIC-15832,victim
VIC-15833,victim
VIC-15834,victim
ACC-01529,suspect
VIC-15835,victim
ACC-00283,suspect
VIC-15836,victim
VIC-15837,victim
VIC-15838,victim
VIC-15839,victim
VIC-15840,victim
ACC-07619,suspect
VIC-15841,victim
VIC-15842,victim
ACC-02377,suspect
VIC-15843,victim
VIC-15844,victim
ACC-05576,suspect
VIC-15845,victim
ACC-08279,suspect
VIC-15846,victim
VIC-15847,victim
VIC-15848,victim
VIC-15849,victim
VIC-15850,victim
ACC-03592,suspect
VIC-15851,victim
ACC-04863,suspect
VIC-15852,victim
VIC-15853,victim
VIC-15854,victim
VIC-15855,victim
ACC-03518,suspect
VIC-15856,victim
VIC-15857,victim
ACC-08649,suspect
VIC-15858,victim
VIC-15859,victim
VIC-15860,victim
VIC-15861,victim
ACC-08344,suspect
VIC-15862,victim
ACC-02427,suspect
VIC-15863,victim
VIC-15864,victim
ACC-06484,suspect
VIC-15865,victim
VIC-15866,victim
VIC-15867,victim
ACC-05084,suspect
VIC-15868,victim
VIC-15869,victim
VIC-15870,victim
ACC-03587,suspect
VIC-15871,victim
VIC-15872,victim
VIC-15873,victim
VIC-15874,victim
VIC-15875,victim
VIC-15876,victim
VIC-15877,victim
VIC-15878,victim
VIC-15879,victim
VIC-15880,victim
VIC-15881,victim
VIC-15882,victim
VIC-15883,victim
VIC-15884,victim
VIC-15885,victim
VIC-15886,victim
VIC-15887,victim
VIC-15888,victim
VIC-15889,victim
VIC-15890,victim
VIC-15891,victim
VIC-15892,victim
VIC-15893,victim
VIC-15894,victim
VIC-15895,victim
VIC-15896,victim
VIC-15897,victim
VIC-15898,victim
VIC-15899,victim
ACC-02175,suspect
VIC-15900,victim
VIC-15901,victim
VIC-15902,victim
VIC-15903,victim
VIC-15904,victim
VIC-15905,victim
VIC-15906,victim
VIC-15907,victim
VIC-15908,victim
VIC-15909,victim
ACC-07215,suspect
VIC-15910,victim
VIC-15911,victim
VIC-15912,victim
VIC-15913,victim
VIC-15914,victim
ACC-06465,suspect
VIC-15915,victim
VIC-15916,victim
VIC-15917,victim
VIC-15918,victim
VIC-15919,victim
VIC-15920,victim
VIC-15921,victim
VIC-15922,victim
VIC-15923,victim
VIC-15924,victim
VIC-15925,victim
VIC-15926,victim
VIC-15927,victim
VIC-15928,victim
VIC-15929,victim
VIC-15930,victim
VIC-15931,victim
VIC-15932,victim
VIC-15933,victim
VIC-15934,victim
VIC-15935,victim
VIC-15936,victim
ACC-05622,suspect
VIC-15937,victim
VIC-15938,victim
VIC-15939,victim
ACC-04414,suspect
VIC-15940,victim
VIC-15941,victim
VIC-15942,victim
ACC-07293,suspect
VIC-15943,victim
VIC-15944,victim
ACC-03444,suspect
VIC-15945,victim
VIC-15946,victim
ACC-02886,suspect
VIC-15947,victim
VIC-15948,victim
VIC-15949,victim
VIC-15950,victim
VIC-15951,victim
VIC-15952,victim
VIC-15953,victim
ACC-06391,suspect
VIC-15954,victim
ACC-00614,suspect
VIC-15955,victim
VIC-15956,victim
VIC-15957,victim
ACC-01134,suspect
VIC-15958,victim
VIC-15959,victim
ACC-00815,suspect
VIC-15960,victim
VIC-15961,victim
VIC-15962,victim
VIC-15963,victim
VIC-15964,victim
VIC-15965,victim
VIC-15966,victim
VIC-15967,victim
VIC-15968,victim
VIC-15969,victim
VIC-15970,victim
VIC-15971,victim
VIC-15972,victim
VIC-15973,victim
VIC-15974,victim
ACC-03094,suspect
VIC-15975,victim
ACC-04574,suspect
VIC-15976,victim
VIC-15977,victim
VIC-15978,victim
VIC-15979,victim
VIC-15980,victim
VIC-15981,victim
ACC-05758,suspect
VIC-15982,victim
VIC-15983,victim
VIC-15984,victim
VIC-15985,victim
VIC-15986,victim
VIC-15987,victim
VIC-15988,victim
VIC-15989,victim
VIC-15990,victim
VIC-15991,victim
VIC-15992,victim
VIC-15993,victim
VIC-15994,victim
ACC-01840,suspect
VIC-15995,victim
ACC-01857,suspect
VIC-15996,victim
VIC-15997,victim
VIC-15998,victim
VIC-15999,victim
VIC-16000,victim
VIC-16001,victim
VIC-16002,victim
ACC-04053,suspect
VIC-16003,victim
VIC-16004,victim
VIC-16005,victim
ACC-04858,suspect
VIC-16006,victim
VIC-16007,victim
VIC-16008,victim
VIC-16009,victim
VIC-16010,victim
VIC-16011,victim
VIC-16012,victim
VIC-16013,victim
VIC-16014,victim
VIC-16015,victim
VIC-16016,victim
VIC-16017,victim
VIC-16018,victim
VIC-16019,victim
VIC-16020,victim
VIC-16021,victim
VIC-16022,victim
VIC-16023,victim
VIC-16024,victim
VIC-16025,victim
VIC-16026,victim
ACC-06380,suspect
VIC-16027,victim
VIC-16028,victim
VIC-16029,victim
VIC-16030,victim
VIC-16031,victim
VIC-16032,victim
VIC-16033,victim
VIC-16034,victim
VIC-16035,victim
ACC-07423,suspect
VIC-16036,victim
VIC-16037,victim
VIC-16038,victim
VIC-16039,victim
VIC-16040,victim
VIC-16041,victim
ACC-00791,suspect
VIC-16042,victim
VIC-16043,victim
VIC-16044,victim
VIC-16045,victim
ACC-05927,suspect
VIC-16046,victim
VIC-16047,victim
VIC-16048,victim
VIC-16049,victim
VIC-16050,victim
ACC-05450,suspect
VIC-16051,victim
VIC-16052,victim
VIC-16053,victim
ACC-02864,suspect
VIC-16054,victim
VIC-16055,victim
VIC-16056,victim
VIC-16057,victim
VIC-16058,victim
ACC-06093,suspect
VIC-16059,victim
VIC-16060,victim
VIC-16061,victim
VIC-16062,victim
VIC-16063,victim
VIC-16064,victim
VIC-16065,victim
VIC-16066,victim
VIC-16067,victim
VIC-16068,victim
VIC-16069,victim
VIC-16070,victim
ACC-03251,suspect
VIC-16071,victim
VIC-16072,victim
VIC-16073,victim
VIC-16074,victim
ACC-07050,suspect
VIC-16075,victim
VIC-16076,victim
VIC-16077,victim
VIC-16078,victim
ACC-01100,suspect
VIC-16079,victim
ACC-08702,suspect
VIC-16080,victim
VIC-16081,victim
VIC-16082,victim
VIC-16083,victim
VIC-16084,victim
ACC-03325,suspect
VIC-16085,victim
VIC-16086,victim
VIC-16087,victim
ACC-03425,suspect
VIC-16088,victim
VIC-16089,victim
VIC-16090,victim
VIC-16091,victim
VIC-16092,victim
VIC-16093,victim
ACC-03035,suspect
VIC-16094,victim
VIC-16095,victim
VIC-16096,victim
VIC-16097,victim
VIC-16098,victim
VIC-16099,victim
VIC-16100,victim
VIC-16101,victim
VIC-16102,victim
VIC-16103,victim
VIC-16104,victim
VIC-16105,victim
VIC-16106,victim
VIC-16107,victim
VIC-16108,victim
VIC-16109,victim
VIC-16110,victim
VIC-16111,victim
VIC-16112,victim
VIC-16113,victim
VIC-16114,victim
VIC-16115,victim
VIC-16116,victim
VIC-16117,victim
VIC-16118,victim
ACC-03605,suspect
VIC-16119,victim
VIC-16120,victim
VIC-16121,victim
ACC-08967,suspect
VIC-16122,victim
VIC-16123,victim
VIC-16124,victim
ACC-08305,suspect
VIC-16125,victim
VIC-16126,victim
VIC-16127,victim
VIC-16128,victim
VIC-16129,victim
ACC-05162,suspect
VIC-16130,victim
ACC-08137,suspect
VIC-16131,victim
VIC-16132,victim
VIC-16133,victim
VIC-16134,victim
VIC-16135,victim
VIC-16136,victim
VIC-16137,victim
VIC-16138,victim
VIC-16139,victim
ACC-07346,suspect
VIC-16140,victim
VIC-16141,victim
VIC-16142,victim
VIC-16143,victim
VIC-16144,victim
ACC-07941,suspect
VIC-16145,victim
VIC-16146,victim
ACC-02901,suspect
VIC-16147,victim
ACC-08551,suspect
VIC-16148,victim
VIC-16149,victim
VIC-16150,victim
VIC-16151,victim
VIC-16152,victim
ACC-04320,suspect
VIC-16153,victim
VIC-16154,victim
VIC-16155,victim
VIC-16156,victim
VIC-16157,victim
VIC-16158,victim
VIC-16159,victim
VIC-16160,victim
VIC-16161,victim
VIC-16162,victim
VIC-16163,victim
VIC-16164,victim
ACC-07623,suspect
VIC-16165,victim
VIC-16166,victim
ACC-03001,suspect
VIC-16167,victim
VIC-16168,victim
ACC-02363,suspect
VIC-16169,victim
VIC-16170,victim
ACC-07959,suspect
VIC-16171,victim
ACC-03214,suspect
VIC-16172,victim
ACC-01785,suspect
VIC-16173,victim
ACC-07088,suspect
VIC-16174,victim
VIC-16175,victim
VIC-16176,victim
VIC-16177,victim
VIC-16178,victim
VIC-16179,victim
VIC-16180,victim
VIC-16181,victim
VIC-16182,victim
VIC-16183,victim
VIC-16184,victim
VIC-16185,victim
ACC-03256,suspect
VIC-16186,victim
VIC-16187,victim
ACC-06690,suspect
VIC-16188,victim
VIC-16189,victim
VIC-16190,victim
VIC-16191,victim
VIC-16192,victim
VIC-16193,victim
VIC-16194,victim
VIC-16195,victim
VIC-16196,victim
VIC-16197,victim
VIC-16198,victim
VIC-16199,victim
ACC-01817,suspect
VIC-16200,victim
VIC-16201,victim
ACC-05552,suspect
VIC-16202,victim
ACC-08529,suspect
VIC-16203,victim
VIC-16204,victim
ACC-01232,suspect
VIC-16205,victim
ACC-04404,suspect
VIC-16206,victim
VIC-16207,victim
VIC-16208,victim
ACC-03381,suspect
VIC-16209,victim
VIC-16210,victim
VIC-16211,victim
VIC-16212,victim
VIC-16213,victim
VIC-16214,victim
VIC-16215,victim
ACC-08165,suspect
VIC-16216,victim
VIC-16217,victim
VIC-16218,victim
VIC-16219,victim
VIC-16220,victim
VIC-16221,victim
VIC-16222,victim
VIC-16223,victim
VIC-16224,victim
VIC-16225,victim
VIC-16226,victim
VIC-16227,victim
VIC-16228,victim
VIC-16229,victim
VIC-16230,victim
VIC-16231,victim
VIC-16232,victim
VIC-16233,victim
ACC-00489,suspect
VIC-16234,victim
VIC-16235,victim
ACC-01896,suspect
VIC-16236,victim
ACC-02171,suspect
VIC-16237,victim
VIC-16238,victim
VIC-16239,victim
VIC-16240,victim
VIC-16241,victim
VIC-16242,victim
ACC-04632,suspect
VIC-16243,victim
VIC-16244,victim
ACC-02306,suspect
VIC-16245,victim
ACC-04508,suspect
VIC-16246,victim
VIC-16247,victim
VIC-16248,victim
VIC-16249,victim
VIC-16250,victim
VIC-16251,victim
VIC-16252,victim
ACC-05947,suspect
VIC-16253,victim
VIC-16254,victim
VIC-16255,victim
VIC-16256,victim
VIC-16257,victim
VIC-16258,victim
VIC-16259,victim
VIC-16260,victim
ACC-00089,suspect
VIC-16261,victim
VIC-16262,victim
VIC-16263,victim
VIC-16264,victim
VIC-16265,victim
VIC-16266,victim
VIC-16267,victim
VIC-16268,victim
VIC-16269,victim
VIC-16270,victim
VIC-16271,victim
ACC-04974,suspect
VIC-16272,victim
VIC-16273,victim
VIC-16274,victim
VIC-16275,victim
VIC-16276,victim
VIC-16277,victim
VIC-16278,victim
ACC-04107,suspect
VIC-16279,victim
ACC-00969,suspect
VIC-16280,victim
VIC-16281,victim
VIC-16282,victim
VIC-16283,victim
ACC-06940,suspect
VIC-16284,victim
VIC-16285,victim
VIC-16286,victim
VIC-16287,victim
VIC-16288,victim
VIC-16289,victim
VIC-16290,victim
VIC-16291,victim
VIC-16292,victim
VIC-16293,victim
VIC-16294,victim
VIC-16295,victim
ACC-02814,suspect
VIC-16296,victim
VIC-16297,victim
VIC-16298,victim
VIC-16299,victim
VIC-16300,victim
VIC-16301,victim
VIC-16302,victim
VIC-16303,victim
VIC-16304,victim
VIC-16305,victim
VIC-16306,victim
VIC-16307,victim
VIC-16308,victim
VIC-16309,victim
VIC-16310,victim
VIC-16311,victim
VIC-16312,victim
VIC-16313,victim
VIC-16314,victim
VIC-16315,victim
VIC-16316,victim
VIC-16317,victim
VIC-16318,victim
VIC-16319,victim
VIC-16320,victim
VIC-16321,victim
VIC-16322,victim
VIC-16323,victim
VIC-16324,victim
VIC-16325,victim
VIC-16326,victim
VIC-16327,victim
VIC-16328,victim
VIC-16329,victim
VIC-16330,victim
VIC-16331,victim
VIC-16332,victim
VIC-16333,victim
VIC-16334,victim
VIC-16335,victim
VIC-16336,victim
ACC-06001,suspect
VIC-16337,victim
VIC-16338,victim
VIC-16339,victim
VIC-16340,victim
ACC-03683,suspect
VIC-16341,victim
VIC-16342,victim
VIC-16343,victim
ACC-04370,suspect
VIC-16344,victim
VIC-16345,victim
VIC-16346,victim
VIC-16347,victim
VIC-16348,victim
VIC-16349,victim
VIC-16350,victim
VIC-16351,victim
ACC-05544,suspect
VIC-16352,victim
VIC-16353,victim
VIC-16354,victim
VIC-16355,victim
VIC-16356,victim
VIC-16357,victim
ACC-04754,suspect
VIC-16358,victim
ACC-02386,suspect
VIC-16359,victim
ACC-02961,suspect
VIC-16360,victim
VIC-16361,victim
VIC-16362,victim
VIC-16363,victim
VIC-16364,victim
VIC-16365,victim
VIC-16366,victim
VIC-16367,victim
VIC-16368,victim
VIC-16369,victim
VIC-16370,victim
VIC-16371,victim
VIC-16372,victim
VIC-16373,victim
VIC-16374,victim
VIC-16375,victim
VIC-16376,victim
VIC-16377,victim
VIC-16378,victim
ACC-06671,suspect
VIC-16379,victim
VIC-16380,victim
VIC-16381,victim
VIC-16382,victim
VIC-16383,victim
VIC-16384,victim
ACC-08385,suspect
VIC-16385,victim
VIC-16386,victim
VIC-16387,victim
ACC-04158,suspect
VIC-16388,victim
VIC-16389,victim
VIC-16390,victim
VIC-16391,victim
ACC-01676,suspect
VIC-16392,victim
VIC-16393,victim
VIC-16394,victim
VIC-16395,victim
VIC-16396,victim
VIC-16397,victim
VIC-16398,victim
VIC-16399,victim
VIC-16400,victim
ACC-02059,suspect
VIC-16401,victim
VIC-16402,victim
VIC-16403,victim
ACC-06860,suspect
VIC-16404,victim
ACC-07636,suspect
VIC-16405,victim
VIC-16406,victim
VIC-16407,victim
VIC-16408,victim
ACC-00962,suspect
VIC-16409,victim
VIC-16410,victim
VIC-16411,victim
VIC-16412,victim
ACC-07561,suspect
VIC-16413,victim
VIC-16414,victim
VIC-16415,victim
VIC-16416,victim
ACC-06162,suspect
VIC-16417,victim
VIC-16418,victim
VIC-16419,victim
VIC-16420,victim
VIC-16421,victim
VIC-16422,victim
VIC-16423,victim
VIC-16424,victim
VIC-16425,victim
VIC-16426,victim
VIC-16427,victim
VIC-16428,victim
VIC-16429,victim
VIC-16430,victim
VIC-16431,victim
VIC-16432,victim
VIC-16433,victim
ACC-08813,suspect
VIC-16434,victim
VIC-16435,victim
VIC-16436,victim
VIC-16437,victim
ACC-00787,suspect
VIC-16438,victim
VIC-16439,victim
VIC-16440,victim
VIC-16441,victim
VIC-16442,victim
VIC-16443,victim
VIC-16444,victim
VIC-16445,victim
VIC-16446,victim
VIC-16447,victim
VIC-16448,victim
VIC-16449,victim
VIC-16450,victim
VIC-16451,victim
VIC-16452,victim
VIC-16453,victim
VIC-16454,victim
VIC-16455,victim
VIC-16456,victim
ACC-04230,suspect
VIC-16457,victim
VIC-16458,victim
VIC-16459,victim
ACC-06355,suspect
VIC-16460,victim
VIC-16461,victim
VIC-16462,victim
VIC-16463,victim
VIC-16464,victim
VIC-16465,victim
VIC-16466,victim
VIC-16467,victim
VIC-16468,victim
VIC-16469,victim
VIC-16470,victim
VIC-16471,victim
VIC-16472,victim
VIC-16473,victim
VIC-16474,victim
VIC-16475,victim
VIC-16476,victim
VIC-16477,victim
ACC-08327,suspect
VIC-16478,victim
VIC-16479,victim
VIC-16480,victim
VIC-16481,victim
VIC-16482,victim
ACC-05103,suspect
VIC-16483,victim
VIC-16484,victim
VIC-16485,victim
VIC-16486,victim
VIC-16487,victim
VIC-16488,victim
VIC-16489,victim
ACC-07225,suspect
VIC-16490,victim
VIC-16491,victim
VIC-16492,victim
VIC-16493,victim
ACC-00575,suspect
VIC-16494,victim
VIC-16495,victim
VIC-16496,victim
VIC-16497,victim
VIC-16498,victim
VIC-16499,victim
VIC-16500,victim
ACC-06439,suspect
VIC-16501,victim
VIC-16502,victim
VIC-16503,victim
VIC-16504,victim
VIC-16505,victim
VIC-16506,victim
VIC-16507,victim
VIC-16508,victim
VIC-16509,victim
ACC-03984,suspect
VIC-16510,victim
VIC-16511,victim
ACC-08206,suspect
VIC-16512,victim
VIC-16513,victim
ACC-01414,suspect
VIC-16514,victim
